,load,onwind,offwind,solar,prices
2015-09-15 22:00:00,46.01,0.2404,0.6204,0.0,28.59
2015-09-15 23:00:00,44.116,0.2089,0.5308,0.0,24.15
2015-09-16 00:00:00,43.12,0.1876,0.4863,0.0,24.34
2015-09-16 01:00:00,43.302,0.1727,0.428,0.0,24.03
2015-09-16 02:00:00,44.557,0.1584,0.344,0.0,24.06
2015-09-16 03:00:00,48.571,0.1589,0.2825,0.0,23.69
2015-09-16 04:00:00,57.491,0.1734,0.2338,0.0,20.0
2015-09-16 05:00:00,62.613,0.19,0.2205,0.0029,25.03
2015-09-16 06:00:00,64.861,0.1627,0.2185,0.0422,39.45
2015-09-16 07:00:00,65.4,0.1675,0.1644,0.0993,46.41
2015-09-16 08:00:00,67.211,0.2137,0.1616,0.1618,52.06
2015-09-16 09:00:00,68.313,0.2944,0.2495,0.2134,50.33
2015-09-16 10:00:00,68.053,0.3431,0.3938,0.2572,45.28
2015-09-16 11:00:00,68.205,0.3639,0.4791,0.2674,45.1
2015-09-16 12:00:00,66.0,0.3643,0.4723,0.229,40.79
2015-09-16 13:00:00,65.587,0.3464,0.4217,0.1858,39.91
2015-09-16 14:00:00,63.929,0.323,0.3731,0.1498,33.76
2015-09-16 15:00:00,64.376,0.3082,0.348,0.1155,33.62
2015-09-16 16:00:00,64.223,0.3307,0.3581,0.0597,32.59
2015-09-16 17:00:00,64.816,0.3716,0.3869,0.0062,35.93
2015-09-16 18:00:00,62.932,0.3904,0.4593,0.0,37.44
2015-09-16 19:00:00,59.314,0.4004,0.5128,0.0,39.91
2015-09-16 20:00:00,54.762,0.3978,0.6082,0.0,32.62
2015-09-16 21:00:00,50.505,0.3947,0.6236,0.0,27.05
2015-09-16 22:00:00,47.41,0.4084,0.7062,0.0,24.02
2015-09-16 23:00:00,45.181,0.4233,0.7742,0.0,16.81
2015-09-17 00:00:00,43.936,0.421,0.7963,0.0,15.88
2015-09-17 01:00:00,44.023,0.4275,0.8289,0.0,14.73
2015-09-17 02:00:00,45.399,0.4013,0.8587,0.0,16.0
2015-09-17 03:00:00,49.77,0.3771,0.8694,0.0,14.63
2015-09-17 04:00:00,58.625,0.387,0.8663,0.0,11.32
2015-09-17 05:00:00,63.98,0.3927,0.8792,0.0065,16.18
2015-09-17 06:00:00,66.729,0.3476,0.8956,0.0796,28.17
2015-09-17 07:00:00,67.648,0.3929,0.8989,0.1734,39.92
2015-09-17 08:00:00,68.785,0.5059,0.8777,0.2378,36.03
2015-09-17 09:00:00,70.52,0.5142,0.8555,0.2799,31.04
2015-09-17 10:00:00,70.225,0.4387,0.8225,0.3005,29.13
2015-09-17 11:00:00,69.479,0.4028,0.7956,0.2774,29.07
2015-09-17 12:00:00,63.288,0.4211,0.7741,0.2273,28.26
2015-09-17 13:00:00,65.831,0.4404,0.7603,0.1606,28.6
2015-09-17 14:00:00,63.938,0.4141,0.7266,0.0957,28.49
2015-09-17 15:00:00,63.521,0.3835,0.7046,0.0677,29.75
2015-09-17 16:00:00,63.432,0.3776,0.7036,0.0419,30.01
2015-09-17 17:00:00,64.649,0.3888,0.7126,0.0053,34.76
2015-09-17 18:00:00,63.054,0.3789,0.7552,0.0,36.8
2015-09-17 19:00:00,58.644,0.3651,0.7825,0.0,42.04
2015-09-17 20:00:00,54.123,0.3732,0.7883,0.0,40.98
2015-09-17 21:00:00,49.495,0.384,0.7701,0.0,32.52
2015-09-17 22:00:00,46.585,0.3767,0.7388,0.0,27.17
2015-09-17 23:00:00,44.47,0.3537,0.7114,0.0,23.43
2015-09-18 00:00:00,43.429,0.3191,0.6766,0.0,21.98
2015-09-18 01:00:00,43.51,0.2896,0.6356,0.0,18.61
2015-09-18 02:00:00,44.57,0.259,0.585,0.0,18.91
2015-09-18 03:00:00,48.552,0.2332,0.5385,0.0,19.01
2015-09-18 04:00:00,57.334,0.2181,0.501,0.0,21.72
2015-09-18 05:00:00,62.361,0.1944,0.4736,0.0068,25.0
2015-09-18 06:00:00,64.698,0.1511,0.4567,0.1007,34.99
2015-09-18 07:00:00,65.161,0.1592,0.4436,0.2442,47.0
2015-09-18 08:00:00,66.615,0.1892,0.4294,0.3617,51.16
2015-09-18 09:00:00,67.145,0.1952,0.3974,0.4348,48.44
2015-09-18 10:00:00,66.332,0.184,0.3595,0.4646,46.4
2015-09-18 11:00:00,65.158,0.1676,0.3308,0.4485,44.62
2015-09-18 12:00:00,63.26,0.1526,0.2996,0.3981,39.99
2015-09-18 13:00:00,61.854,0.139,0.2615,0.3639,35.14
2015-09-18 14:00:00,60.657,0.1248,0.2187,0.2797,33.36
2015-09-18 15:00:00,59.951,0.1046,0.1741,0.1934,38.0
2015-09-18 16:00:00,59.726,0.0778,0.136,0.0984,40.05
2015-09-18 17:00:00,60.341,0.0791,0.1085,0.0088,44.16
2015-09-18 18:00:00,59.48,0.0882,0.0849,0.0,46.73
2015-09-18 19:00:00,55.166,0.1019,0.064,0.0,48.9
2015-09-18 20:00:00,51.144,0.1173,0.0464,0.0,47.7
2015-09-18 21:00:00,47.183,0.1292,0.0348,0.0,42.57
2015-09-18 22:00:00,43.606,0.1353,0.0283,0.0,34.1
2015-09-18 23:00:00,41.869,0.1359,0.0268,0.0,26.68
2015-09-19 00:00:00,40.753,0.1356,0.0294,0.0,28.54
2015-09-19 01:00:00,40.324,0.1323,0.0352,0.0,26.25
2015-09-19 02:00:00,40.61,0.1251,0.0423,0.0,24.78
2015-09-19 03:00:00,41.459,0.1167,0.0475,0.0,24.2
2015-09-19 04:00:00,43.493,0.108,0.0528,0.0,23.73
2015-09-19 05:00:00,46.127,0.0905,0.0589,0.0072,25.08
2015-09-19 06:00:00,50.132,0.0352,0.065,0.0953,24.74
2015-09-19 07:00:00,53.019,0.017,0.0743,0.2108,27.6
2015-09-19 08:00:00,54.458,0.028,0.0867,0.314,32.0
2015-09-19 09:00:00,55.552,0.0367,0.0956,0.3522,32.99
2015-09-19 10:00:00,55.045,0.0444,0.1033,0.3624,30.06
2015-09-19 11:00:00,53.455,0.0502,0.1107,0.3508,30.24
2015-09-19 12:00:00,51.481,0.0549,0.1123,0.296,30.87
2015-09-19 13:00:00,50.207,0.0587,0.1058,0.267,28.09
2015-09-19 14:00:00,49.522,0.0607,0.111,0.2122,25.97
2015-09-19 15:00:00,49.863,0.0604,0.1258,0.1674,26.01
2015-09-19 16:00:00,50.583,0.0615,0.1441,0.0798,28.01
2015-09-19 17:00:00,51.72,0.0875,0.1735,0.006,32.67
2015-09-19 18:00:00,51.016,0.1089,0.2118,0.0,38.73
2015-09-19 19:00:00,47.633,0.1189,0.2357,0.0,43.91
2015-09-19 20:00:00,45.128,0.1226,0.248,0.0,44.74
2015-09-19 21:00:00,41.944,0.1267,0.2579,0.0,38.39
2015-09-19 22:00:00,38.922,0.1304,0.2744,0.0,35.31
2015-09-19 23:00:00,36.923,0.1302,0.2932,0.0,30.09
2015-09-20 00:00:00,35.956,0.1353,0.3201,0.0,23.94
2015-09-20 01:00:00,35.477,0.1431,0.3555,0.0,17.33
2015-09-20 02:00:00,35.464,0.1499,0.3987,0.0,15.87
2015-09-20 03:00:00,36.061,0.149,0.4268,0.0,16.86
2015-09-20 04:00:00,37.171,0.1472,0.4233,0.0,16.08
2015-09-20 05:00:00,38.45,0.1371,0.3985,0.0027,16.09
2015-09-20 06:00:00,42.009,0.1065,0.349,0.0694,16.81
2015-09-20 07:00:00,45.44,0.1118,0.2905,0.1683,16.88
2015-09-20 08:00:00,47.714,0.1598,0.2362,0.2598,20.13
2015-09-20 09:00:00,50.456,0.1889,0.1987,0.2916,19.73
2015-09-20 10:00:00,50.636,0.2146,0.177,0.3131,19.38
2015-09-20 11:00:00,48.371,0.2432,0.1666,0.314,19.95
2015-09-20 12:00:00,46.856,0.2615,0.1603,0.3135,18.36
2015-09-20 13:00:00,45.987,0.2643,0.1592,0.2956,15.72
2015-09-20 14:00:00,45.612,0.2502,0.158,0.245,15.91
2015-09-20 15:00:00,47.282,0.2021,0.149,0.1774,16.03
2015-09-20 16:00:00,48.705,0.1503,0.1342,0.0911,16.04
2015-09-20 17:00:00,50.096,0.1656,0.1217,0.0054,21.06
2015-09-20 18:00:00,50.242,0.1747,0.1075,0.0,29.37
2015-09-20 19:00:00,47.852,0.1663,0.0961,0.0,37.37
2015-09-20 20:00:00,46.267,0.1573,0.0879,0.0,38.03
2015-09-20 21:00:00,42.836,0.1474,0.0784,0.0,33.95
2015-09-20 22:00:00,40.377,0.1351,0.0695,0.0,33.01
2015-09-20 23:00:00,38.95,0.1256,0.0652,0.0,31.31
2015-09-21 00:00:00,38.258,0.1148,0.0644,0.0,26.76
2015-09-21 01:00:00,38.864,0.1063,0.0644,0.0,23.97
2015-09-21 02:00:00,40.802,0.0979,0.0653,0.0,21.64
2015-09-21 03:00:00,45.509,0.0897,0.0662,0.0,22.34
2015-09-21 04:00:00,55.582,0.086,0.0678,0.0,21.7
2015-09-21 05:00:00,61.646,0.0811,0.0692,0.0046,26.31
2015-09-21 06:00:00,64.125,0.0593,0.0702,0.0964,42.67
2015-09-21 07:00:00,64.696,0.0523,0.071,0.2361,49.54
2015-09-21 08:00:00,65.8,0.064,0.0805,0.363,50.55
2015-09-21 09:00:00,66.964,0.0751,0.0964,0.4408,46.93
2015-09-21 10:00:00,55.611,0.0794,0.1129,0.4615,42.01
2015-09-21 11:00:00,54.838,0.0772,0.1301,0.4345,38.99
2015-09-21 12:00:00,53.827,0.0713,0.1556,0.3971,34.75
2015-09-21 13:00:00,52.696,0.0621,0.1759,0.3635,30.65
2015-09-21 14:00:00,51.405,0.0475,0.1804,0.2867,29.88
2015-09-21 15:00:00,51.333,0.0325,0.188,0.1958,32.24
2015-09-21 16:00:00,52.142,0.0279,0.2176,0.0826,37.94
2015-09-21 17:00:00,53.271,0.0371,0.2656,0.0038,44.19
2015-09-21 18:00:00,52.689,0.0574,0.322,0.0,47.77
2015-09-21 19:00:00,48.463,0.0972,0.3876,0.0,52.45
2015-09-21 20:00:00,45.129,0.1453,0.4614,0.0,48.99
2015-09-21 21:00:00,41.631,0.1685,0.5107,0.0,42.1
2015-09-21 22:00:00,39.208,0.1703,0.5464,0.0,38.97
2015-09-21 23:00:00,36.869,0.1669,0.5598,0.0,28.0
2015-09-22 00:00:00,36.117,0.1621,0.5654,0.0,27.19
2015-09-22 01:00:00,35.9,0.1604,0.5503,0.0,25.74
2015-09-22 02:00:00,36.303,0.1628,0.5329,0.0,23.58
2015-09-22 03:00:00,40.416,0.1722,0.532,0.0,18.56
2015-09-22 04:00:00,47.831,0.1849,0.5299,0.0,20.45
2015-09-22 05:00:00,54.464,0.1867,0.4993,0.0021,24.25
2015-09-22 06:00:00,65.421,0.1535,0.4478,0.0556,34.11
2015-09-22 07:00:00,65.885,0.1383,0.386,0.1276,32.53
2015-09-22 08:00:00,66.658,0.1721,0.3392,0.1966,32.57
2015-09-22 09:00:00,68.251,0.1892,0.2885,0.2309,34.22
2015-09-22 10:00:00,67.568,0.1919,0.2185,0.2607,35.9
2015-09-22 11:00:00,66.635,0.1936,0.1561,0.2543,36.07
2015-09-22 12:00:00,62.204,0.19,0.1202,0.2287,32.75
2015-09-22 13:00:00,60.331,0.1687,0.0934,0.183,36.73
2015-09-22 14:00:00,60.499,0.1277,0.0689,0.1297,38.25
2015-09-22 15:00:00,60.615,0.1029,0.0496,0.0881,40.37
2015-09-22 16:00:00,60.142,0.1042,0.0405,0.0418,40.82
2015-09-22 17:00:00,61.631,0.1292,0.0466,0.0024,41.7
2015-09-22 18:00:00,59.409,0.1359,0.0546,0.0,42.06
2015-09-22 19:00:00,54.55,0.1321,0.0535,0.0,44.99
2015-09-22 20:00:00,50.258,0.122,0.0482,0.0,40.81
2015-09-22 21:00:00,46.069,0.114,0.0408,0.0,37.25
2015-09-22 22:00:00,42.713,0.108,0.0306,0.0,33.1
2015-09-22 23:00:00,40.869,0.1002,0.0207,0.0,28.51
2015-09-23 00:00:00,39.905,0.0939,0.0158,0.0,30.96
2015-09-23 01:00:00,40.341,0.0877,0.0139,0.0,28.55
2015-09-23 02:00:00,41.917,0.0846,0.0124,0.0,28.33
2015-09-23 03:00:00,46.075,0.0862,0.0114,0.0,27.71
2015-09-23 04:00:00,54.813,0.0885,0.0119,0.0,28.53
2015-09-23 05:00:00,61.072,0.0817,0.0121,0.002,33.2
2015-09-23 06:00:00,63.743,0.0555,0.0122,0.0444,45.47
2015-09-23 07:00:00,66.23,0.0472,0.0092,0.1016,47.98
2015-09-23 08:00:00,67.556,0.0572,0.0046,0.1555,59.39
2015-09-23 09:00:00,68.166,0.0538,0.0023,0.1855,55.55
2015-09-23 10:00:00,67.114,0.0452,0.001,0.228,54.9
2015-09-23 11:00:00,66.344,0.0431,0.001,0.2588,55.61
2015-09-23 12:00:00,65.418,0.0466,0.0034,0.2536,51.3
2015-09-23 13:00:00,64.289,0.0508,0.0046,0.2124,49.91
2015-09-23 14:00:00,61.922,0.0513,0.0049,0.1609,48.81
2015-09-23 15:00:00,61.873,0.0452,0.0066,0.1227,46.96
2015-09-23 16:00:00,62.043,0.0375,0.0113,0.0564,47.03
2015-09-23 17:00:00,63.933,0.048,0.0182,0.0024,47.92
2015-09-23 18:00:00,61.985,0.0618,0.0242,0.0,46.81
2015-09-23 19:00:00,57.15,0.0807,0.0299,0.0,50.07
2015-09-23 20:00:00,53.155,0.1009,0.0415,0.0,46.8
2015-09-23 21:00:00,48.678,0.1158,0.0664,0.0,43.99
2015-09-23 22:00:00,45.568,0.1268,0.1059,0.0,33.94
2015-09-23 23:00:00,43.634,0.1345,0.1496,0.0,28.26
2015-09-24 00:00:00,42.59,0.1384,0.1879,0.0,26.17
2015-09-24 01:00:00,43.081,0.1414,0.2251,0.0,26.97
2015-09-24 02:00:00,44.621,0.145,0.2673,0.0,25.83
2015-09-24 03:00:00,48.49,0.1498,0.3137,0.0,24.08
2015-09-24 04:00:00,57.234,0.1539,0.3623,0.0,25.64
2015-09-24 05:00:00,62.65,0.1502,0.4155,0.0027,26.79
2015-09-24 06:00:00,65.239,0.108,0.4782,0.0793,36.29
2015-09-24 07:00:00,65.554,0.1002,0.5285,0.2091,43.92
2015-09-24 08:00:00,66.919,0.1431,0.5495,0.3069,43.98
2015-09-24 09:00:00,68.753,0.1793,0.5424,0.3573,41.92
2015-09-24 10:00:00,67.584,0.2006,0.5471,0.3841,34.72
2015-09-24 11:00:00,66.053,0.218,0.5636,0.3904,29.1
2015-09-24 12:00:00,65.078,0.2346,0.5459,0.3695,27.0
2015-09-24 13:00:00,64.609,0.2447,0.4944,0.3386,27.43
2015-09-24 14:00:00,62.744,0.238,0.4303,0.2659,27.45
2015-09-24 15:00:00,61.976,0.2109,0.4106,0.1771,27.43
2015-09-24 16:00:00,61.841,0.189,0.4267,0.0644,28.21
2015-09-24 17:00:00,63.833,0.1896,0.4419,0.0015,33.97
2015-09-24 18:00:00,62.039,0.186,0.4331,0.0,40.0
2015-09-24 19:00:00,57.822,0.1837,0.425,0.0,44.94
2015-09-24 20:00:00,53.709,0.176,0.4073,0.0,42.1
2015-09-24 21:00:00,49.188,0.166,0.3727,0.0,30.03
2015-09-24 22:00:00,45.857,0.1584,0.3471,0.0,27.87
2015-09-24 23:00:00,43.935,0.1474,0.3245,0.0,26.69
2015-09-25 00:00:00,42.939,0.1338,0.3143,0.0,26.05
2015-09-25 01:00:00,43.268,0.1222,0.3107,0.0,25.44
2015-09-25 02:00:00,44.544,0.111,0.3073,0.0,24.05
2015-09-25 03:00:00,48.427,0.1015,0.2949,0.0,24.05
2015-09-25 04:00:00,57.175,0.0957,0.2721,0.0,25.22
2015-09-25 05:00:00,62.418,0.088,0.2498,0.0019,27.55
2015-09-25 06:00:00,64.617,0.0515,0.235,0.0739,42.04
2015-09-25 07:00:00,65.041,0.0292,0.2278,0.1992,46.99
2015-09-25 08:00:00,66.171,0.0304,0.2249,0.3249,46.94
2015-09-25 09:00:00,67.101,0.0331,0.2249,0.3989,42.04
2015-09-25 10:00:00,66.809,0.0366,0.2251,0.4124,39.91
2015-09-25 11:00:00,65.095,0.0404,0.2233,0.3753,34.92
2015-09-25 12:00:00,62.909,0.0458,0.2187,0.326,28.74
2015-09-25 13:00:00,61.35,0.0507,0.2095,0.2763,28.58
2015-09-25 14:00:00,60.36,0.0529,0.1967,0.2085,28.78
2015-09-25 15:00:00,59.855,0.0504,0.1817,0.1452,31.45
2015-09-25 16:00:00,59.792,0.0512,0.1645,0.053,34.24
2015-09-25 17:00:00,61.778,0.0634,0.147,0.0012,43.92
2015-09-25 18:00:00,59.708,0.0682,0.1274,0.0,45.97
2015-09-25 19:00:00,55.362,0.0668,0.1083,0.0,49.36
2015-09-25 20:00:00,51.889,0.062,0.0942,0.0,44.99
2015-09-25 21:00:00,47.795,0.0598,0.0838,0.0,42.08
2015-09-25 22:00:00,44.27,0.06,0.0745,0.0,36.31
2015-09-25 23:00:00,42.208,0.0606,0.0675,0.0,29.55
2015-09-26 00:00:00,40.996,0.0622,0.063,0.0,31.72
2015-09-26 01:00:00,40.41,0.0635,0.0609,0.0,28.63
2015-09-26 02:00:00,40.817,0.0636,0.0605,0.0,27.86
2015-09-26 03:00:00,41.634,0.0595,0.0597,0.0,28.51
2015-09-26 04:00:00,44.136,0.0532,0.0561,0.0,28.64
2015-09-26 05:00:00,47.06,0.046,0.0499,0.0019,29.76
2015-09-26 06:00:00,50.633,0.0233,0.0419,0.0751,30.01
2015-09-26 07:00:00,52.998,0.016,0.0325,0.202,38.34
2015-09-26 08:00:00,54.713,0.0235,0.026,0.3261,42.07
2015-09-26 09:00:00,55.853,0.0262,0.0242,0.3895,38.05
2015-09-26 10:00:00,55.656,0.028,0.0255,0.3815,31.82
2015-09-26 11:00:00,54.002,0.0312,0.0314,0.325,29.04
2015-09-26 12:00:00,51.841,0.0372,0.0423,0.2618,27.34
2015-09-26 13:00:00,50.494,0.0464,0.0557,0.2354,27.57
2015-09-26 14:00:00,50.145,0.0577,0.066,0.1776,28.4
2015-09-26 15:00:00,50.599,0.0666,0.0709,0.1343,28.68
2015-09-26 16:00:00,51.514,0.0763,0.076,0.056,28.66
2015-09-26 17:00:00,53.303,0.1103,0.084,0.0009,36.76
2015-09-26 18:00:00,51.472,0.132,0.0927,0.0,43.71
2015-09-26 19:00:00,48.278,0.1376,0.0996,0.0,47.97
2015-09-26 20:00:00,45.967,0.1338,0.0979,0.0,42.29
2015-09-26 21:00:00,42.714,0.1273,0.0877,0.0,35.44
2015-09-26 22:00:00,39.517,0.1173,0.0726,0.0,31.07
2015-09-26 23:00:00,37.401,0.1044,0.0581,0.0,28.31
2015-09-27 00:00:00,36.222,0.0916,0.0488,0.0,28.07
2015-09-27 01:00:00,35.743,0.0812,0.0476,0.0,26.03
2015-09-27 02:00:00,35.9,0.0756,0.0534,0.0,24.01
2015-09-27 03:00:00,36.408,0.0751,0.0617,0.0,25.13
2015-09-27 04:00:00,37.342,0.0766,0.0695,0.0,23.78
2015-09-27 05:00:00,37.834,0.0715,0.0733,0.0022,23.48
2015-09-27 06:00:00,37.647,0.0447,0.0686,0.0978,25.49
2015-09-27 07:00:00,42.031,0.0344,0.0565,0.2722,28.5
2015-09-27 08:00:00,48.182,0.0552,0.045,0.4308,30.09
2015-09-27 09:00:00,50.524,0.066,0.0377,0.5034,29.06
2015-09-27 10:00:00,50.601,0.0637,0.0332,0.4699,23.33
2015-09-27 11:00:00,48.023,0.0619,0.0319,0.3999,19.05
2015-09-27 12:00:00,45.621,0.0647,0.0356,0.3747,15.96
2015-09-27 13:00:00,44.666,0.0717,0.0466,0.3565,15.09
2015-09-27 14:00:00,44.447,0.0801,0.0633,0.2952,14.31
2015-09-27 15:00:00,46.186,0.0847,0.0762,0.2092,14.5
2015-09-27 16:00:00,48.377,0.0903,0.0813,0.075,16.83
2015-09-27 17:00:00,50.996,0.1171,0.0829,0.0013,28.09
2015-09-27 18:00:00,50.531,0.1286,0.0836,0.0,38.97
2015-09-27 19:00:00,48.118,0.1241,0.0788,0.0,44.93
2015-09-27 20:00:00,46.779,0.1117,0.0648,0.0,41.94
2015-09-27 21:00:00,43.398,0.1012,0.0484,0.0,31.96
2015-09-27 22:00:00,40.843,0.0912,0.0343,0.0,31.43
2015-09-27 23:00:00,39.301,0.0806,0.0256,0.0,24.27
2015-09-28 00:00:00,38.706,0.0697,0.025,0.0,24.37
2015-09-28 01:00:00,39.262,0.0607,0.0272,0.0,23.97
2015-09-28 02:00:00,41.419,0.0553,0.0305,0.0,23.9
2015-09-28 03:00:00,46.383,0.0514,0.031,0.0,23.43
2015-09-28 04:00:00,55.89,0.0487,0.0322,0.0,20.16
2015-09-28 05:00:00,61.578,0.0455,0.0385,0.0023,24.84
2015-09-28 06:00:00,64.399,0.028,0.0418,0.0969,43.25
2015-09-28 07:00:00,65.48,0.0141,0.0346,0.2597,53.33
2015-09-28 08:00:00,66.675,0.0292,0.0229,0.396,54.42
2015-09-28 09:00:00,67.281,0.0444,0.0156,0.496,42.59
2015-09-28 10:00:00,66.641,0.0463,0.0111,0.5376,35.85
2015-09-28 11:00:00,65.836,0.047,0.0064,0.482,28.58
2015-09-28 12:00:00,63.933,0.051,0.0041,0.4422,26.87
2015-09-28 13:00:00,62.427,0.0607,0.005,0.4217,26.72
2015-09-28 14:00:00,60.694,0.0753,0.0077,0.3362,26.71
2015-09-28 15:00:00,60.537,0.0897,0.012,0.2172,29.04
2015-09-28 16:00:00,61.375,0.1101,0.0218,0.0758,32.06
2015-09-28 17:00:00,63.905,0.1652,0.0315,0.0012,42.42
2015-09-28 18:00:00,61.709,0.1972,0.031,0.0,46.95
2015-09-28 19:00:00,57.365,0.1962,0.0273,0.0,54.99
2015-09-28 20:00:00,52.912,0.1748,0.0227,0.0,46.42
2015-09-28 21:00:00,48.793,0.1502,0.0169,0.0,38.9
2015-09-28 22:00:00,45.784,0.133,0.0119,0.0,31.26
2015-09-28 23:00:00,44.038,0.1228,0.008,0.0,26.19
2015-09-29 00:00:00,43.069,0.1178,0.0051,0.0,28.51
2015-09-29 01:00:00,43.268,0.116,0.0034,0.0,28.47
2015-09-29 02:00:00,44.776,0.1135,0.0025,0.0,26.04
2015-09-29 03:00:00,48.698,0.1048,0.0018,0.0,24.87
2015-09-29 04:00:00,57.861,0.0936,0.0017,0.0,26.55
2015-09-29 05:00:00,63.287,0.0826,0.0021,0.0019,28.5
2015-09-29 06:00:00,65.494,0.0583,0.0031,0.1007,41.59
2015-09-29 07:00:00,65.85,0.0534,0.0048,0.2841,50.94
2015-09-29 08:00:00,66.286,0.0985,0.0066,0.4451,55.44
2015-09-29 09:00:00,67.921,0.141,0.0081,0.5337,39.6
2015-09-29 10:00:00,67.804,0.1543,0.0096,0.518,33.77
2015-09-29 11:00:00,66.391,0.1526,0.0102,0.4509,28.39
2015-09-29 12:00:00,64.98,0.1523,0.0105,0.4134,26.98
2015-09-29 13:00:00,63.77,0.1578,0.0124,0.3882,27.48
2015-09-29 14:00:00,62.121,0.1693,0.0166,0.3123,27.71
2015-09-29 15:00:00,61.495,0.1743,0.0239,0.2041,28.33
2015-09-29 16:00:00,62.151,0.1786,0.0351,0.0682,29.02
2015-09-29 17:00:00,65.034,0.2412,0.049,0.0008,34.04
2015-09-29 18:00:00,62.82,0.2708,0.062,0.0,43.36
2015-09-29 19:00:00,58.689,0.2655,0.0693,0.0,51.64
2015-09-29 20:00:00,54.487,0.245,0.069,0.0,43.76
2015-09-29 21:00:00,49.76,0.2238,0.0659,0.0,38.02
2015-09-29 22:00:00,46.422,0.2037,0.0602,0.0,33.33
2015-09-29 23:00:00,44.419,0.1829,0.0526,0.0,28.54
2015-09-30 00:00:00,43.354,0.1633,0.0445,0.0,28.17
2015-09-30 01:00:00,43.697,0.1463,0.036,0.0,28.12
2015-09-30 02:00:00,45.223,0.1304,0.0285,0.0,26.91
2015-09-30 03:00:00,48.991,0.1155,0.0213,0.0,26.66
2015-09-30 04:00:00,58.029,0.101,0.0143,0.0,27.0
2015-09-30 05:00:00,63.269,0.0868,0.01,0.0015,28.63
2015-09-30 06:00:00,65.484,0.055,0.0073,0.0979,42.93
2015-09-30 07:00:00,65.96,0.0436,0.0057,0.2813,53.78
2015-09-30 08:00:00,66.596,0.0859,0.0057,0.4416,55.5
2015-09-30 09:00:00,67.541,0.1205,0.007,0.5546,43.09
2015-09-30 10:00:00,66.66,0.1248,0.0094,0.6143,37.09
2015-09-30 11:00:00,65.485,0.1178,0.0106,0.3331,32.14
2015-09-30 12:00:00,64.103,0.116,0.0115,0.5579,28.13
2015-09-30 13:00:00,62.584,0.1216,0.0121,0.5095,29.25
2015-09-30 14:00:00,61.112,0.1311,0.0127,0.3907,30.07
2015-09-30 15:00:00,60.79,0.134,0.0147,0.2353,31.7
2015-09-30 16:00:00,61.84,0.1355,0.019,0.0686,33.28
2015-09-30 17:00:00,64.749,0.1663,0.0255,0.0005,42.7
2015-09-30 18:00:00,62.69,0.1783,0.0332,0.0,50.0
2015-09-30 19:00:00,58.487,0.1682,0.04,0.0,58.0
2015-09-30 20:00:00,54.422,0.1494,0.0416,0.0,48.93
2015-09-30 21:00:00,49.586,0.1323,0.0341,0.0,42.0
2015-09-30 22:00:00,46.066,0.1164,0.025,0.0,34.56
2015-09-30 23:00:00,44.271,0.1042,0.0198,0.0,29.72
2015-10-01 00:00:00,43.338,0.0925,0.0173,0.0,30.03
2015-10-01 01:00:00,43.792,0.0847,0.0178,0.0,30.09
2015-10-01 02:00:00,45.166,0.0819,0.0209,0.0,28.62
2015-10-01 03:00:00,49.13,0.0781,0.0285,0.0,29.14
2015-10-01 04:00:00,58.058,0.076,0.0368,0.0,29.4
2015-10-01 05:00:00,63.421,0.0754,0.0424,0.001,32.77
2015-10-01 06:00:00,65.411,0.0526,0.0444,0.116,44.97
2015-10-01 07:00:00,65.318,0.0309,0.0416,0.1675,56.0
2015-10-01 08:00:00,66.233,0.0658,0.0423,0.4944,59.06
2015-10-01 09:00:00,67.041,0.0855,0.0485,0.617,48.46
2015-10-01 10:00:00,65.953,0.087,0.0525,0.6821,34.45
2015-10-01 11:00:00,65.403,0.0875,0.0508,0.6961,30.44
2015-10-01 12:00:00,64.143,0.0853,0.0504,0.6609,29.14
2015-10-01 13:00:00,62.173,0.0798,0.0513,0.5796,30.02
2015-10-01 14:00:00,60.162,0.0712,0.0503,0.444,28.81
2015-10-01 15:00:00,59.738,0.0586,0.0485,0.2712,31.38
2015-10-01 16:00:00,60.904,0.0574,0.0469,0.0751,36.26
2015-10-01 17:00:00,64.306,0.0744,0.0434,0.0,44.48
2015-10-01 18:00:00,62.468,0.0819,0.0382,0.0,51.57
2015-10-01 19:00:00,58.112,0.0801,0.0341,0.0,61.0
2015-10-01 20:00:00,53.606,0.0749,0.0324,0.0,55.0
2015-10-01 21:00:00,49.156,0.0683,0.0314,0.0,44.95
2015-10-01 22:00:00,46.091,0.0621,0.0342,0.0,39.96
2015-10-01 23:00:00,44.26,0.057,0.0421,0.0,30.43
2015-10-02 00:00:00,43.085,0.054,0.0527,0.0,31.37
2015-10-02 01:00:00,43.665,0.0543,0.0628,0.0,30.98
2015-10-02 02:00:00,45.104,0.0561,0.0712,0.0,29.93
2015-10-02 03:00:00,49.083,0.0558,0.0751,0.0,30.15
2015-10-02 04:00:00,57.866,0.0521,0.075,0.0,30.82
2015-10-02 05:00:00,62.928,0.0464,0.0681,0.0008,32.3
2015-10-02 06:00:00,64.755,0.0309,0.0537,0.0997,44.68
2015-10-02 07:00:00,65.098,0.0111,0.0386,0.2889,54.92
2015-10-02 08:00:00,65.984,0.0133,0.0304,0.4475,60.0
2015-10-02 09:00:00,66.241,0.0251,0.0292,0.5647,46.96
